Price	Mileage	Make	Model	Type	Cylinder	Litre	Doors	Cruise	Sound	Leather																																					
44749.68679	12115	Honda	CRV	Convertible	8	6	2	1	0	1																																					
42773.02839	14546	Honda	CRV	Convertible	8	6	2	1	1	1																																					
41371.37927	20000	Honda	CRV	Convertible	8	6	2	1	0	1																																					
39547.5879	23826	Honda	CRV	Convertible	8	6	2	1	1	1																																					
39691.7274	25169	Honda	CRV	Convertible	8	6	2	1	1	1																																					
38824.86909	25960	Honda	CRV	Convertible	8	6	2	1	0	1																																					
36970.89805	30502	Honda	CRV	Convertible	8	6	2	1	1	1																																					
37288.93674	32039	Honda	CRV	Convertible	8	6	2	1	1	1																																					
39875.85426	7054	Honda	CRV	Coupe	8	6	2	1	0	1																																					
39713.66792	8967	Honda	CRV	Coupe	8	6	2	1	1	1																																					
38990.60733	9410	Honda	CRV	Coupe	8	6	2	1	1	1																																					
39092.18992	10717	Honda	CRV	Coupe	8	6	2	1	1	1																																					
39365.88324	11619	Honda	CRV	Coupe	8	6	2	1	1	1																																					
35261.43643	21350	Honda	CRV	Coupe	8	6	2	1	1	1																																					
35575.41705	22740	Honda	CRV	Coupe	8	6	2	1	0	1																																					
34297.30535	24259	Honda	CRV	Coupe	8	6	2	1	0	1																																					
34739.21496	25747	Honda	CRV	Coupe	8	6	2	1	0	1																																					
31186.74146	34191	Honda	CRV	Coupe	8	6	2	1	0	1																																					
21757.04951	1853	Honda	Odyssey	Sedan	6	3.8	4	1	0	0																																					
19528.10043	14115	Honda	Odyssey	Sedan	6	3.8	4	1	1	0																																					
19075.67875	18198	Honda	Odyssey	Sedan	6	3.8	4	1	0	1																																					
19409.75261	18795	Honda	Odyssey	Sedan	6	3.8	4	1	1	1																																					
18527.20897	19874	Honda	Odyssey	Sedan	6	3.8	4	1	1	0																																					
18912.9816	21512	Honda	Odyssey	Sedan	6	3.8	4	1	1	0																																					
17839.80077	25453	Honda	Odyssey	Sedan	6	3.8	4	1	0	1																																					
17789.34673	26980	Honda	Odyssey	Sedan	6	3.8	4	1	1	0																																					
17294.181	29368	Honda	Odyssey	Sedan	6	3.8	4	1	1	0																																					
18083.3963	29420	Honda	Odyssey	Sedan	6	3.8	4	1	1	1																																					
20021.19521	1787	Honda	Odyssey	Sedan	6	3.8	4	1	0	0																																					
18835.18976	8211	Honda	Odyssey	Sedan	6	3.8	4	1	0	1																																					
18727.50838	14054	Honda	Odyssey	Sedan	6	3.8	4	1	1	1																																					
16805.05739	19498	Honda	Odyssey	Sedan	6	3.8	4	1	0	0																																					
17154.57646	21567	Honda	Odyssey	Sedan	6	3.8	4	1	0	1																																					
16644.08787	22383	Honda	Odyssey	Sedan	6	3.8	4	1	1	1																																					
15951.81117	26070	Honda	Odyssey	Sedan	6	3.8	4	1	1	1																																					
16508.59069	27460	Honda	Odyssey	Sedan	6	3.8	4	1	1	1																																					
15832.51835	31202	Honda	Odyssey	Sedan	6	3.8	4	1	1	1																																					
15554.28313	33357	Honda	Odyssey	Sedan	6	3.8	4	1	1	1																																					
25948.96259	636	Honda	Odyssey	Sedan	6	3.8	4	1	0	0																																					
27714.05025	5379	Honda	Odyssey	Sedan	6	3.8	4	1	1	0																																					
25097.47325	14461	Honda	Odyssey	Sedan	6	3.8	4	1	1	1																																					
24809.04232	16111	Honda	Odyssey	Sedan	6	3.8	4	1	0	0																																					
23345.32907	22964	Honda	Odyssey	Sedan	6	3.8	4	1	1	1																																					
22894.43868	26272	Honda	Odyssey	Sedan	6	3.8	4	1	1	1																																					
22064.29219	27384	Honda	Odyssey	Sedan	6	3.8	4	1	1	1																																					
23151.54614	27940	Honda	Odyssey	Sedan	6	3.8	4	1	0	0																																					
22120.75776	28242	Honda	Odyssey	Sedan	6	3.8	4	1	1	1																																					
20294.57682	33892	Honda	Odyssey	Sedan	6	3.8	4	1	0	0																																					
18957.89004	5936	Honda	Euro	Hatchback	6	3.5	4	0	1	1																																					
18950.90698	8687	Honda	Euro	Hatchback	6	3.5	4	0	1	1																																					
17891.63378	17020	Honda	Euro	Hatchback	6	3.5	4	0	1	1																																					
17801.22953	19386	Honda	Euro	Hatchback	6	3.5	4	1	1	1																																					
16723.99388	19740	Honda	Euro	Hatchback	6	3.5	4	1	1	1																																					
16744.03025	21829	Honda	Euro	Hatchback	6	3.5	4	0	1	1																																					
16825.19088	23460	Honda	Euro	Hatchback	6	3.5	4	0	1	1																																					
16543.98014	24583	Honda	Euro	Hatchback	6	3.5	4	0	1	1																																					
16143.95729	26532	Honda	Euro	Hatchback	6	3.5	4	1	1	1																																					
14914.20128	33906	Honda	Euro	Hatchback	6	3.5	4	0	1	1																																					
19164.61063	1480	Honda	Euro	Sedan	6	3.5	4	1	1	1																																					
18800.9589	7961	Honda	Euro	Sedan	6	3.5	4	0	1	1																																					
17458.22153	15144	Honda	Euro	Sedan	6	3.5	4	1	1	1																																					
17158.922	21417	Honda	Euro	Sedan	6	3.5	4	0	1	1																																					
16472.89765	21675	Honda	Euro	Sedan	6	3.5	4	1	1	1																																					
16993.78033	23621	Honda	Euro	Sedan	6	3.5	4	0	1	1																																					
16300.46524	25697	Honda	Euro	Sedan	6	3.5	4	1	1	1																																					
15623.20027	27476	Honda	Euro	Sedan	6	3.5	4	0	1	1																																					
15138.40082	32462	Honda	Euro	Sedan	6	3.5	4	0	1	1																																					
15233.15987	32535	Honda	Euro	Sedan	6	3.5	4	0	1	1																																					
19471.97485	6608	Honda	Euro	Hatchback	6	3.5	4	1	1	1																																					
18009.84603	15190	Honda	Euro	Hatchback	6	3.5	4	0	1	1																																					
18273.00613	16335	Honda	Euro	Hatchback	6	3.5	4	0	1	1																																					
18311.7563	17441	Honda	Euro	Hatchback	6	3.5	4	0	1	1																																					
17553.75368	18451	Honda	Euro	Hatchback	6	3.5	4	0	1	1																																					
18004.87041	18771	Honda	Euro	Hatchback	6	3.5	4	0	1	1																																					
17663.22495	19490	Honda	Euro	Hatchback	6	3.5	4	1	1	1																																					
17115.12203	24461	Honda	Euro	Hatchback	6	3.5	4	0	1	1																																					
16988.30306	24905	Honda	Euro	Hatchback	6	3.5	4	1	1	1																																					
16803.12275	25874	Honda	Euro	Hatchback	6	3.5	4	1	1	1																																					
19446.88294	932	Honda	Euro	Sedan	6	3.5	4	0	1	1																																					
17119.45757	18277	Honda	Euro	Sedan	6	3.5	4	1	1	1																																					
17316.0966	19593	Honda	Euro	Sedan	6	3.5	4	1	1	1																																					
16860.87078	19883	Honda	Euro	Sedan	6	3.5	4	1	1	1																																					
17312.90715	21420	Honda	Euro	Sedan	6	3.5	4	1	1	1																																					
16403.25363	23133	Honda	Euro	Sedan	6	3.5	4	1	1	1																																					
16536.74388	24218	Honda	Euro	Sedan	6	3.5	4	1	1	1																																					
16341.8041	25394	Honda	Euro	Sedan	6	3.5	4	0	1	1																																					
16713.98469	26328	Honda	Euro	Sedan	6	3.5	4	1	1	1																																					
16295.21144	28239	Honda	Euro	Sedan	6	3.5	4	0	1	1																																					
18974.92203	5632	Honda	Euro	Hatchback	6	3.5	4	0	1	1																																					
18324.83193	7397	Honda	Euro	Hatchback	6	3.5	4	1	1	1																																					
19581.23141	7645	Honda	Euro	Hatchback	6	3.5	4	0	1	1																																					
18169.37548	14754	Honda	Euro	Hatchback	6	3.5	4	0	1	1																																					
17986.22409	17488	Honda	Euro	Hatchback	6	3.5	4	0	1	1																																					
17173.94232	18721	Honda	Euro	Hatchback	6	3.5	4	0	1	1																																					
16456.97464	20200	Honda	Euro	Hatchback	6	3.5	4	0	1	1																																					
16267.09489	21452	Honda	Euro	Hatchback	6	3.5	4	0	1	1																																					
16860.09433	22841	Honda	Euro	Hatchback	6	3.5	4	1	1	1																																					
16027.28649	22889	Honda	Euro	Hatchback	6	3.5	4	0	1	1																																					
17089.91883	8732	Honda	Euro	Sedan	6	3.5	4	0	1	1																																					
17463.04608	11393	Honda	Euro	Sedan	6	3.5	4	1	1	1																																					
17218.68575	14579	Honda	Euro	Sedan	6	3.5	4	1	1	1																																					
17162.47826	15903	Honda	Euro	Sedan	6	3.5	4	0	1	1																																					
16507.07027	17451	Honda	Euro	Sedan	6	3.5	4	0	1	1																																					
16752.5144	18562	Honda	Euro	Sedan	6	3.5	4	1	1	1																																					
16646.7708	20154	Honda	Euro	Sedan	6	3.5	4	0	1	1																																					
15623.91976	21272	Honda	Euro	Sedan	6	3.5	4	1	1	1																																					
15664.6249	25787	Honda	Euro	Sedan	6	3.5	4	1	1	1																																					
15680.86443	25956	Honda	Euro	Sedan	6	3.5	4	0	1	1																																					
18800.0931	5827	Honda	Insight	Coupe	6	3.8	2	1	0	0																																					
18910.80429	8345	Honda	Insight	Coupe	6	3.8	2	1	0	1																																					
19177.41206	10414	Honda	Insight	Coupe	6	3.8	2	1	1	0																																					
18040.14401	11647	Honda	Insight	Coupe	6	3.8	2	1	0	1																																					
17685.20099	15898	Honda	Insight	Coupe	6	3.8	2	1	0	0																																					
17515.39759	18602	Honda	Insight	Coupe	6	3.8	2	1	0	0																																					
16357.99232	23491	Honda	Insight	Coupe	6	3.8	2	1	1	0																																					
16345.94375	25931	Honda	Insight	Coupe	6	3.8	2	1	1	0																																					
15797.19576	26700	Honda	Insight	Coupe	6	3.8	2	1	1	0																																					
15503.5088	33345	Honda	Insight	Coupe	6	3.8	2	1	0	0																																					
21745.02944	7065	Honda	Insight	Coupe	6	3.8	2	1	1	0																																					
21725.01075	13457	Honda	Insight	Coupe	6	3.8	2	1	1	0																																					
22384.11869	14788	Honda	Insight	Coupe	6	3.8	2	1	1	1																																					
20537.14172	16950	Honda	Insight	Coupe	6	3.8	2	1	0	0																																					
21233.91136	17337	Honda	Insight	Coupe	6	3.8	2	1	1	1																																					
20676.16551	18021	Honda	Insight	Coupe	6	3.8	2	1	0	1																																					
20839.14997	22152	Honda	Insight	Coupe	6	3.8	2	1	1	1																																					
20017.96843	22729	Honda	Insight	Coupe	6	3.8	2	1	0	0																																					
18876.87065	27218	Honda	Insight	Coupe	6	3.8	2	1	1	0																																					
17586.92858	39049	Honda	Insight	Coupe	6	3.8	2	1	0	1																																					
23573.822	12466	Honda	Insight	Coupe	6	3.8	2	1	1	0																																					
23527.7285	14948	Honda	Insight	Coupe	6	3.8	2	1	1	0																																					
22113.62802	21992	Honda	Insight	Coupe	6	3.8	2	1	1	0																																					
22470.35843	22626	Honda	Insight	Coupe	6	3.8	2	1	1	0																																					
20619.11401	24067	Honda	Insight	Coupe	6	3.8	2	1	0	0																																					
20047.95136	24665	Honda	Insight	Coupe	6	3.8	2	1	1	0																																					
21525.33901	25020	Honda	Insight	Coupe	6	3.8	2	1	1	1																																					
20382.15031	25240	Honda	Insight	Coupe	6	3.8	2	1	1	1																																					
21020.83678	25550	Honda	Insight	Coupe	6	3.8	2	1	1	1																																					
20221.80881	26223	Honda	Insight	Coupe	6	3.8	2	1	1	1																																					
25452.47385	11892	Ford	Fairlane	Sedan	8	4.6	4	1	0	1																																					
23449.30633	17273	Ford	Fairlane	Sedan	8	4.6	4	1	0	1																																					
23578.16486	19148	Ford	Fairlane	Sedan	8	4.6	4	1	0	1																																					
22525.26972	19521	Ford	Fairlane	Sedan	8	4.6	4	1	1	1																																					
21982.64771	20472	Ford	Fairlane	Sedan	8	4.6	4	1	1	1																																					
22231.56315	21929	Ford	Fairlane	Sedan	8	4.6	4	1	1	1																																					
22189.11597	25651	Ford	Fairlane	Sedan	8	4.6	4	1	0	1																																					
21765.06658	25794	Ford	Fairlane	Sedan	8	4.6	4	1	0	1																																					
21403.75642	27168	Ford	Fairlane	Sedan	8	4.6	4	1	0	1																																					
21200.69021	31197	Ford	Fairlane	Sedan	8	4.6	4	1	1	1																																					
19682.03501	11554	Ford	Zephyr	Sedan	6	3.8	4	1	0	1																																					
18678.41412	16496	Ford	Zephyr	Sedan	6	3.8	4	1	1	0																																					
20318.89097	17583	Ford	Zephyr	Sedan	6	3.8	4	1	1	0																																					
20127.04418	18419	Ford	Zephyr	Sedan	6	3.8	4	1	1	1																																					
19751.04143	20510	Ford	Zephyr	Sedan	6	3.8	4	1	0	1																																					
17844.73077	21121	Ford	Zephyr	Sedan	6	3.8	4	1	1	0																																					
18856.01869	22423	Ford	Zephyr	Sedan	6	3.8	4	1	1	0																																					
18566.0707	24747	Ford	Zephyr	Sedan	6	3.8	4	1	1	1																																					
18063.00491	27574	Ford	Zephyr	Sedan	6	3.8	4	1	0	0																																					
17768.05951	28385	Ford	Zephyr	Sedan	6	3.8	4	1	1	1																																					
23197.43679	2295	Ford	Zephyr	Sedan	6	3.8	4	1	1	1																																					
23102.02237	5653	Ford	Zephyr	Sedan	6	3.8	4	1	0	0																																					
22460.53	8928	Ford	Zephyr	Sedan	6	3.8	4	1	0	1																																					
21607.77257	11069	Ford	Zephyr	Sedan	6	3.8	4	1	0	1																																					
22004.93044	15516	Ford	Zephyr	Sedan	6	3.8	4	1	1	1																																					
20830.9943	19419	Ford	Zephyr	Sedan	6	3.8	4	1	1	0																																					
20109.90412	22891	Ford	Zephyr	Sedan	6	3.8	4	1	1	1																																					
19116.13109	26252	Ford	Zephyr	Sedan	6	3.8	4	1	0	1																																					
19689.74084	27077	Ford	Zephyr	Sedan	6	3.8	4	1	1	0																																					
19338.376	27966	Ford	Zephyr	Sedan	6	3.8	4	1	0	1																																					
21903.32262	4537	Ford	Ranger	Sedan	6	3.5	4	1	1	0																																					
22736.83447	5690	Ford	Ranger	Sedan	6	3.5	4	1	1	1																																					
22104.97357	9049	Ford	Ranger	Sedan	6	3.5	4	1	1	1																																					
22311.04951	11221	Ford	Ranger	Sedan	6	3.5	4	1	1	1																																					
21875.09763	12313	Ford	Ranger	Sedan	6	3.5	4	1	0	1																																					
20627.66169	20770	Ford	Ranger	Sedan	6	3.5	4	1	1	1																																					
19540.24479	22628	Ford	Ranger	Sedan	6	3.5	4	1	1	0																																					
19204.80934	26477	Ford	Ranger	Sedan	6	3.5	4	1	0	1																																					
18158.08313	28354	Ford	Ranger	Sedan	6	3.5	4	1	0	0																																					
18529.34212	30063	Ford	Ranger	Sedan	6	3.5	4	1	0	1																																					
21383.06716	7287	Ford	Ranger	Sedan	6	3.5	4	1	1	1																																					
20452.66947	10338	Ford	Ranger	Sedan	6	3.5	4	1	0	0																																					
20677.59382	11204	Ford	Ranger	Sedan	6	3.5	4	1	1	0																																					
19294.7875	19539	Ford	Ranger	Sedan	6	3.5	4	1	0	0																																					
18548.97859	20870	Ford	Ranger	Sedan	6	3.5	4	1	0	0																																					
18042.22107	21702	Ford	Ranger	Sedan	6	3.5	4	1	0	0																																					
18620.87137	25516	Ford	Ranger	Sedan	6	3.5	4	1	0	1																																					
17023.93687	30404	Ford	Ranger	Sedan	6	3.5	4	1	0	0																																					
16216.98071	35624	Ford	Ranger	Sedan	6	3.5	4	1	1	0																																					
15792.83144	41566	Ford	Ranger	Sedan	6	3.5	4	1	1	1																																					
17360.81064	881	Ford	Falcon	Coupe	6	3.4	2	0	1	1																																					
17675.83749	5131	Ford	Falcon	Coupe	6	3.4	2	0	1	1																																					
17141.94116	6761	Ford	Falcon	Coupe	6	3.4	2	1	1	1																																					
17202.83406	9380	Ford	Falcon	Coupe	6	3.4	2	0	1	1																																					
16792.67953	12071	Ford	Falcon	Coupe	6	3.4	2	1	1	1																																					
15595.88413	18315	Ford	Falcon	Coupe	6	3.4	2	0	1	1																																					
15253.86857	20917	Ford	Falcon	Coupe	6	3.4	2	1	1	1																																					
15594.80684	22414	Ford	Falcon	Coupe	6	3.4	2	0	1	1																																					
15059.13408	22641	Ford	Falcon	Coupe	6	3.4	2	1	1	1																																					
14703.13687	23335	Ford	Falcon	Coupe	6	3.4	2	0	1	1																																					
15979.01484	3946	Ford	Escort	Sedan	4	2.2	4	1	1	1																																					
16379.853	4188	Ford	Escort	Sedan	4	2.2	4	1	1	1																																					
15327.10032	4318	Ford	Escort	Sedan	4	2.2	4	0	1	1																																					
15846.01271	5350	Ford	Escort	Sedan	4	2.2	4	0	1	1																																					
15604.14582	5788	Ford	Escort	Sedan	4	2.2	4	1	1	1																																					
14841.91705	12420	Ford	Escort	Sedan	4	2.2	4	0	1	1																																					
15077.17584	13262	Ford	Escort	Sedan	4	2.2	4	0	1	1																																					
13961.11164	19602	Ford	Escort	Sedan	4	2.2	4	0	1	1																																					
13034.06853	23976	Ford	Escort	Sedan	4	2.2	4	0	1	1																																					
13162.85205	24542	Ford	Escort	Sedan	4	2.2	4	0	1	1																																					
18254.92277	16554	Ford	Territory	Sedan	6	3.8	4	1	1	1																																					
17095.03522	18720	Ford	Territory	Sedan	6	3.8	4	1	0	0																																					
17162.87344	20829	Ford	Territory	Sedan	6	3.8	4	1	0	0																																					
16391.17171	21304	Ford	Territory	Sedan	6	3.8	4	1	1	0																																					
15788.10478	25295	Ford	Territory	Sedan	6	3.8	4	1	1	0																																					
16569.14124	25777	Ford	Territory	Sedan	6	3.8	4	1	0	0																																					
16997.69374	25830	Ford	Territory	Sedan	6	3.8	4	1	0	1																																					
16283.95899	26511	Ford	Territory	Sedan	6	3.8	4	1	0	1																																					
15457.17059	29925	Ford	Territory	Sedan	6	3.8	4	1	1	0																																					
14963.04562	31471	Ford	Territory	Sedan	6	3.8	4	1	1	0																																					
21230.97799	11229	Ford	Territory	Sedan	6	3.8	4	1	1	0																																					
22100.39317	12314	Ford	Territory	Sedan	6	3.8	4	1	1	0																																					
21300.01945	12772	Ford	Territory	Sedan	6	3.8	4	1	1	0																																					
21281.88049	17417	Ford	Territory	Sedan	6	3.8	4	1	1	1																																					
19646.71748	21132	Ford	Territory	Sedan	6	3.8	4	1	1	1																																					
20173.90633	21211	Ford	Territory	Sedan	6	3.8	4	1	0	1																																					
18701.22262	24992	Ford	Territory	Sedan	6	3.8	4	1	0	0																																					
19423.16502	25557	Ford	Territory	Sedan	6	3.8	4	1	0	1																																					
19956.75841	26028	Ford	Territory	Sedan	6	3.8	4	1	1	0																																					
19448.22633	27721	Ford	Territory	Sedan	6	3.8	4	1	0	1																																					
19822.11539	1592	Ford	Territory	Sedan	6	3.8	4	1	1	0																																					
19567.25929	2189	Ford	Territory	Sedan	6	3.8	4	1	1	1																																					
16853.10785	17959	Ford	Territory	Sedan	6	3.8	4	1	0	0																																					
16516.95555	20751	Ford	Territory	Sedan	6	3.8	4	1	1	1																																					
15979.01484	21974	Ford	Territory	Sedan	6	3.8	4	1	0	0																																					
16256.23617	22637	Ford	Territory	Sedan	6	3.8	4	1	0	0																																					
15724.25217	23989	Ford	Territory	Sedan	6	3.8	4	1	0	0																																					
15967.2454	25598	Ford	Territory	Sedan	6	3.8	4	1	0	0																																					
16041.68559	27800	Ford	Territory	Sedan	6	3.8	4	1	1	0																																					
15756.14613	29325	Ford	Territory	Sedan	6	3.8	4	1	1	0																																					
32422.76138	9185	Ford	Kuga	Coupe	8	5.7	2	1	1	1																																					
32219.58928	10915	Ford	Kuga	Coupe	8	5.7	2	1	1	1																																					
31024.87211	13678	Ford	Kuga	Coupe	8	5.7	2	1	1	1																																					
29595.79429	16193	Ford	Kuga	Coupe	8	5.7	2	1	0	1																																					
29664.70269	21418	Ford	Kuga	Coupe	8	5.7	2	1	0	1																																					
27425.84391	23886	Ford	Kuga	Coupe	8	5.7	2	1	0	1																																					
27370.95811	24960	Ford	Kuga	Coupe	8	5.7	2	1	1	1																																					
27548.62961	26126	Ford	Kuga	Coupe	8	5.7	2	1	1	1																																					
28502.30611	27199	Ford	Kuga	Coupe	8	5.7	2	1	1	1																																					
25527.01303	36480	Ford	Kuga	Coupe	8	5.7	2	1	1	1																																					
13160.12456	13145	Ford	Focus	Coupe	4	2.2	2	0	1	1																																					
12830.09878	17830	Ford	Focus	Coupe	4	2.2	2	1	1	1																																					
12828.03098	19081	Ford	Focus	Coupe	4	2.2	2	1	1	1																																					
12878.04683	19225	Ford	Focus	Coupe	4	2.2	2	1	1	1																																					
12832.46239	20618	Ford	Focus	Coupe	4	2.2	2	1	1	1																																					
12464.07346	21891	Ford	Focus	Coupe	4	2.2	2	1	1	1																																					
12465.50852	23931	Ford	Focus	Coupe	4	2.2	2	0	1	1																																					
12258.85759	24318	Ford	Focus	Coupe	4	2.2	2	1	1	1																																					
11903.09775	25285	Ford	Focus	Coupe	4	2.2	2	0	1	1																																					
12209.55962	26097	Ford	Focus	Coupe	4	2.2	2	0	1	1																																					
16391.92657	18096	Ford	Fiesta	Wagon	4	1.8	4	1	1	0																																					
16033.93062	18391	Ford	Fiesta	Wagon	4	1.8	4	0	1	1																																					
16106.82722	19465	Ford	Fiesta	Wagon	4	1.8	4	1	0	0																																					
16551.21957	19531	Ford	Fiesta	Wagon	4	1.8	4	1	1	1																																					
17325.26954	19894	Ford	Fiesta	Wagon	4	1.8	4	1	0	0																																					
16078.66549	22779	Ford	Fiesta	Wagon	4	1.8	4	0	0	1																																					
15297.83597	23062	Ford	Fiesta	Wagon	4	1.8	4	0	0	0																																					
15505.29381	24239	Ford	Fiesta	Wagon	4	1.8	4	1	0	0																																					
15174.34661	27887	Ford	Fiesta	Wagon	4	1.8	4	0	0	0																																					
14546.88481	33374	Ford	Fiesta	Wagon	4	1.8	4	0	1	1																																					
17803.27909	12303	Ford	Fiesta	Wagon	4	1.8	4	1	1	1																																					
16353.09652	16078	Ford	Fiesta	Wagon	4	1.8	4	0	1	0																																					
15977.91108	17053	Ford	Fiesta	Wagon	4	1.8	4	0	0	1																																					
15568.97424	18206	Ford	Fiesta	Wagon	4	1.8	4	0	0	0																																					
15589.78048	21307	Ford	Fiesta	Wagon	4	1.8	4	0	0	0																																					
15730.04627	21391	Ford	Fiesta	Wagon	4	1.8	4	0	1	1																																					
15802.65286	21461	Ford	Fiesta	Wagon	4	1.8	4	0	0	0																																					
15086.89959	27438	Ford	Fiesta	Wagon	4	1.8	4	0	0	1																																					
14396.27056	31424	Ford	Fiesta	Wagon	4	1.8	4	0	0	0																																					
14869.28207	31791	Ford	Fiesta	Wagon	4	1.8	4	1	1	1																																					
16927.77976	2973	Ford	Fiesta	Wagon	4	1.8	4	0	0	0																																					
17418.06873	4463	Ford	Fiesta	Wagon	4	1.8	4	1	0	1																																					
16379.0987	8754	Ford	Fiesta	Wagon	4	1.8	4	0	1	0																																					
16706.67407	9150	Ford	Fiesta	Wagon	4	1.8	4	0	0	0																																					
17214.32508	12610	Ford	Fiesta	Wagon	4	1.8	4	1	1	1																																					
15821.94972	14304	Ford	Fiesta	Wagon	4	1.8	4	0	0	1																																					
14398.92269	21688	Ford	Fiesta	Wagon	4	1.8	4	0	0	0																																					
15622.1211	23217	Ford	Fiesta	Wagon	4	1.8	4	1	1	1																																					
14909.05099	23323	Ford	Fiesta	Wagon	4	1.8	4	0	1	1																																					
14853.19901	24270	Ford	Fiesta	Wagon	4	1.8	4	0	0	0																																					
35622.1395	10340	Volkswagen	Polo	Convertible	4	2	2	1	1	0																																					
34819.29712	12251	Volkswagen	Polo	Convertible	4	2	2	1	0	0																																					
34355.00373	17711	Volkswagen	Polo	Convertible	4	2	2	1	1	0																																					
32737.08455	19112	Volkswagen	Polo	Convertible	4	2	2	1	1	1																																					
33540.53611	20925	Volkswagen	Polo	Convertible	4	2	2	1	0	1																																					
31970.54208	21208	Volkswagen	Polo	Convertible	4	2	2	1	1	0																																					
33287.4096	21661	Volkswagen	Polo	Convertible	4	2	2	1	0	1																																					
32075.98487	23553	Volkswagen	Polo	Convertible	4	2	2	1	1	0																																					
31969.06981	24559	Volkswagen	Polo	Convertible	4	2	2	1	0	0																																					
27666.23108	35157	Volkswagen	Polo	Convertible	4	2	2	1	0	0																																					
29246.23734	3907	Volkswagen	Polo	Sedan	4	2	4	1	0	1																																					
26337.8306	16068	Volkswagen	Polo	Sedan	4	2	4	1	0	0																																					
26775.03209	16688	Volkswagen	Polo	Sedan	4	2	4	1	0	0																																					
25299.96964	19569	Volkswagen	Polo	Sedan	4	2	4	1	1	0																																					
24896.5976	21266	Volkswagen	Polo	Sedan	4	2	4	1	1	0																																					
25996.8064	21433	Volkswagen	Polo	Sedan	4	2	4	1	1	1																																					
24801.61719	26345	Volkswagen	Polo	Sedan	4	2	4	1	1	1																																					
24063.01268	27674	Volkswagen	Polo	Sedan	4	2	4	1	1	1																																					
23249.84169	27686	Volkswagen	Polo	Sedan	4	2	4	1	0	0																																					
22244.87655	50387	Volkswagen	Polo	Sedan	4	2	4	1	0	1																																					
37088.56241	3828	Volkswagen	Golf	Convertible	4	2	2	1	1	1																																					
33381.81915	17381	Volkswagen	Golf	Convertible	4	2	2	1	1	1																																					
33358.76777	17590	Volkswagen	Golf	Convertible	4	2	2	1	1	1																																					
33586.90609	18930	Volkswagen	Golf	Convertible	4	2	2	1	0	1																																					
30731.94165	22479	Volkswagen	Golf	Convertible	4	2	2	1	0	0																																					
30315.16944	23635	Volkswagen	Golf	Convertible	4	2	2	1	0	0																																					
30166.85251	25049	Volkswagen	Golf	Convertible	4	2	2	1	0	0																																					
30251.01842	27558	Volkswagen	Golf	Convertible	4	2	2	1	0	1																																					
29142.71439	31655	Volkswagen	Golf	Convertible	4	2	2	1	1	1																																					
29612.15405	32477	Volkswagen	Golf	Convertible	4	2	2	1	1	1																																					
26841.08084	10003	Volkswagen	Golf	Sedan	4	2	4	1	1	0																																					
27825.94997	10014	Volkswagen	Golf	Sedan	4	2	4	1	0	1																																					
27284.75133	14281	Volkswagen	Golf	Sedan	4	2	4	1	1	1																																					
27060.13756	17319	Volkswagen	Golf	Sedan	4	2	4	1	0	1																																					
25618.28188	20208	Volkswagen	Golf	Sedan	4	2	4	1	0	1																																					
25790.51414	21160	Volkswagen	Golf	Sedan	4	2	4	1	1	1																																					
25148.37919	22272	Volkswagen	Golf	Sedan	4	2	4	1	1	1																																					
24852.49528	22814	Volkswagen	Golf	Sedan	4	2	4	1	1	1																																					
24173.52588	27015	Volkswagen	Golf	Sedan	4	2	4	1	0	0																																					
23733.40225	27600	Volkswagen	Golf	Sedan	4	2	4	1	1	0																																					
38324.80908	12090	Volkswagen	Golf	Convertible	4	2	2	1	1	1																																					
38167.17358	13162	Volkswagen	Golf	Convertible	4	2	2	1	0	1																																					
37383.50349	16088	Volkswagen	Golf	Convertible	4	2	2	1	0	1																																					
36338.75133	18195	Volkswagen	Golf	Convertible	4	2	2	1	1	0																																					
35580.33231	21167	Volkswagen	Golf	Convertible	4	2	2	1	1	0																																					
35304.4947	21293	Volkswagen	Golf	Convertible	4	2	2	1	0	1																																					
34392.99527	24031	Volkswagen	Golf	Convertible	4	2	2	1	0	1																																					
33984.43077	25420	Volkswagen	Golf	Convertible	4	2	2	1	0	0																																					
33248.34252	27051	Volkswagen	Golf	Convertible	4	2	2	1	0	1																																					
28777.95969	48991	Volkswagen	Golf	Convertible	4	2	2	1	1	1																																					
32197.34047	3867	Volkswagen	Golf	Sedan	4	2	4	1	1	0																																					
32053.09716	5144	Volkswagen	Golf	Sedan	4	2	4	1	1	0																																					
30274.71058	10800	Volkswagen	Golf	Sedan	4	2	4	1	1	0																																					
30353.58555	11273	Volkswagen	Golf	Sedan	4	2	4	1	1	0																																					
30122.42974	14568	Volkswagen	Golf	Sedan	4	2	4	1	1	1																																					
26789.83261	22189	Volkswagen	Golf	Sedan	4	2	4	1	0	0																																					
28291.76226	22328	Volkswagen	Golf	Sedan	4	2	4	1	1	0																																					
27109.40589	22598	Volkswagen	Golf	Sedan	4	2	4	1	0	1																																					
27256.49451	26400	Volkswagen	Golf	Sedan	4	2	4	1	1	0																																					
25267.36768	34175	Volkswagen	Golf	Sedan	4	2	4	1	1	0																																					
35033.21545	1676	Volkswagen	Tiguan	Sedan	4	2.3	4	1	1	1																																					
32746.13139	7924	Volkswagen	Tiguan	Sedan	4	2.3	4	1	0	1																																					
